collection,key
property,100172
property,100031
property,100099
lodging_type,2
lodging_type,1
lodging_type,R
destination,1582
destination,1
destination,1421
destination,1877
destination,1700
destination,1853
destination,1547
neighborhood,10
neighborhood,10096
neighborhood,10030
neighborhood,1016
neighborhood,10079
property,100439
property,100063
property,100526
property,100831
property,100007
property,100092
property,100035
property,100000
lodging_type,2
lodging_type,G
lodging_type,7
lodging_type,5
lodging_type,C
destination,1446
destination,1833
destination,1145
destination,1035
destination,1092
neighborhood,10359
neighborhood,10006
neighborhood,10402
neighborhood,10558
neighborhood,10189
neighborhood,1018
neighborhood,10201
neighborhood,10385
property,100401
property,100565
property,100077
property,100020
property,100532
property,100609
lodging_type,3
lodging_type,T
lodging_type,7
lodging_type,5
lodging_type,C
lodging_type,O
destination,1428
destination,1573
destination,1343
neighborhood,10885
neighborhood,1043
neighborhood,10137
neighborhood,10357
neighborhood,10051
property,100450
property,100237
property,100523
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,8
destination,174
destination,1408
destination,1401
destination,1092
destination,1025
neighborhood,10324
neighborhood,10314
neighborhood,10004
neighborhood,1034
neighborhood,10318
neighborhood,10523
property,100775
property,100580
property,10007
property,100145
property,100653
lodging_type,7
lodging_type,6
lodging_type,O
destination,1280
destination,1729
destination,1623
neighborhood,10083
neighborhood,10056
neighborhood,10587
neighborhood,10005
neighborhood,10101
neighborhood,10477
neighborhood,10401
neighborhood,10193
property,100395
property,100327
property,100196
property,100811
property,100883
property,100406
property,100369
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,B
lodging_type,4
destination,1019
destination,1028
neighborhood,10002
neighborhood,10255
neighborhood,10802
property,100829
property,100695
property,100042
property,100045
property,100129
property,100271
lodging_type,3
lodging_type,G
lodging_type,A
lodging_type,8
destination,1592
destination,1821
destination,1734
destination,1000
neighborhood,10516
neighborhood,10048
neighborhood,10011
neighborhood,10021
neighborhood,10109
property,100281
property,100591
property,100191
property,100038
property,100181
lodging_type,4
lodging_type,H
destination,1468
destination,1856
destination,1042
destination,1027
destination,1449
neighborhood,10046
neighborhood,10839
neighborhood,1018
property,100245
property,100016
property,100421
property,100024
property,100343
property,100215
property,100148
property,100656
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,5
lodging_type,B
lodging_type,4
destination,134
destination,1572
destination,164
destination,1724
destination,1443
destination,1112
destination,1010
destination,1173
neighborhood,10025
neighborhood,10021
neighborhood,10261
neighborhood,10329
neighborhood,10144
neighborhood,10127
property,100089
property,10056
property,1
property,100219
property,100273
lodging_type,G
lodging_type,R
lodging_type,C
destination,109
neighborhood,10074
neighborhood,10
neighborhood,10129
neighborhood,10043
neighborhood,10329
neighborhood,1000
property,100660
property,100053
property,100749
property,100882
property,100194
lodging_type,3
lodging_type,1
lodging_type,A
lodging_type,4
destination,1033
destination,1
destination,1158
destination,1467
destination,1067
destination,1133
destination,1028
destination,1105
destination,1777
destination,1551
destination,1101
neighborhood,10002
neighborhood,1002
neighborhood,10537
neighborhood,10534
neighborhood,10379
neighborhood,10153
property,100738
property,100037
property,100039
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,A
lodging_type,4
lodging_type,R
destination,1005
destination,1222
destination,131
destination,1010
neighborhood,10002
neighborhood,10035
neighborhood,10011
neighborhood,10062
neighborhood,1000
neighborhood,10051
property,100153
property,100006
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,7
lodging_type,H
destination,1384
neighborhood,10083
neighborhood,10537
neighborhood,10187
neighborhood,10429
neighborhood,1037
property,100074
lodging_type,1
lodging_type,B
lodging_type,H
destination,1687
destination,1272
destination,1734
destination,1036
destination,1000
destination,1343
neighborhood,10473
neighborhood,10000
neighborhood,10009
neighborhood,10221
property,100081
property,100021
property,100432
property,100572
property,10077
property,100039
lodging_type,3
lodging_type,1
lodging_type,R
destination,1
destination,1485
destination,1047
destination,1555
destination,1251
neighborhood,1
neighborhood,10508
neighborhood,10545
neighborhood,10158
neighborhood,10780
property,10049
property,100024
property,100618
property,100459
property,100108
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,6
lodging_type,5
lodging_type,8
lodging_type,H
destination,1665
destination,1319
destination,1029
destination,1567
destination,1019
destination,100
neighborhood,10016
neighborhood,10380
neighborhood,10017
neighborhood,10023
neighborhood,10139
property,10021
lodging_type,T
lodging_type,7
lodging_type,A
lodging_type,5
destination,1628
destination,1031
destination,1022
destination,1452
destination,1550
destination,1440
destination,1492
destination,1322
neighborhood,10083
neighborhood,10397
neighborhood,1061
property,100104
property,100777
property,100766
property,10011
property,100887
property,100145
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,5
lodging_type,B
lodging_type,R
destination,1146
destination,1707
destination,1071
destination,1208
neighborhood,10372
neighborhood,10030
property,100004
property,100001
property,100265
property,100024
property,100035
property,100664
property,100614
lodging_type,6
lodging_type,B
lodging_type,O
destination,1729
destination,17
destination,1034
destination,102
neighborhood,10577
neighborhood,10182
neighborhood,10096
neighborhood,10635
neighborhood,10326
neighborhood,10114
neighborhood,100
neighborhood,1014
property,100324
property,100021
property,10087
lodging_type,3
lodging_type,1
lodging_type,6
lodging_type,B
destination,1217
destination,1296
destination,11
neighborhood,1
neighborhood,10005
neighborhood,10041
neighborhood,10283
neighborhood,10408
property,100050
property,100871
property,100083
property,100469
property,100034
property,100895
property,100483
property,100241
lodging_type,2
lodging_type,6
destination,1001
destination,151
destination,172
destination,105
destination,1736
destination,1113
destination,1000
neighborhood,10372
neighborhood,10013
neighborhood,10876
neighborhood,10464
neighborhood,10692
property,1
property,100012
property,100604
property,100082
property,100662
property,1000
lodging_type,1
lodging_type,G
destination,1156
destination,1435
destination,187
destination,178
destination,1327
destination,1344
destination,1129
destination,1173
destination,1789
neighborhood,10025
neighborhood,10869
neighborhood,10391
neighborhood,10081
neighborhood,10280
property,100029
property,100269
property,100053
property,100023
property,100274
property,100797
property,100507
property,100448
lodging_type,G
lodging_type,C
lodging_type,H
destination,1435
destination,174
destination,1008
destination,1375
destination,1000
neighborhood,10743
neighborhood,1002
neighborhood,10127
property,100154
property,100089
property,100322
property,100576
property,100630
lodging_type,1
lodging_type,B
lodging_type,4
lodging_type,O
destination,1020
destination,110
destination,1136
destination,1860
destination,178
destination,1814
destination,1873
destination,1096
destination,1014
neighborhood,10055
neighborhood,10564
neighborhood,10841
neighborhood,10079
neighborhood,10063
property,100153
property,100313
property,10059
property,100033
property,100416
property,100010
property,100211
property,100375
property,100
lodging_type,3
lodging_type,2
lodging_type,7
lodging_type,4
lodging_type,8
lodging_type,O
destination,1205
destination,1479
destination,1069
destination,1136
destination,107
destination,1800
neighborhood,10347
neighborhood,10069
neighborhood,10046
neighborhood,10379
neighborhood,10388
neighborhood,10079
neighborhood,10464
property,100074
property,100854
property,100777
property,100161
property,100769
lodging_type,1
lodging_type,5
lodging_type,B
destination,1003
destination,1032
destination,1351
destination,1030
destination,1132
destination,1047
destination,1037
destination,11
neighborhood,10013
neighborhood,10030
neighborhood,10041
property,100813
property,100808
property,100657
property,100098
lodging_type,T
lodging_type,1
lodging_type,4
destination,1030
destination,1212
destination,1017
destination,1335
destination,1349
destination,1170
destination,1326
destination,1356
destination,1848
neighborhood,1
neighborhood,10067
neighborhood,10218
neighborhood,10851
neighborhood,10249
property,100028
property,1
property,100500
property,100247
property,100083
lodging_type,T
lodging_type,2
lodging_type,5
destination,1285
destination,1680
destination,1150
destination,1070
neighborhood,1004
neighborhood,10804
neighborhood,10776
property,100864
property,10008
lodging_type,3
lodging_type,G
lodging_type,7
lodging_type,5
lodging_type,4
lodging_type,R
lodging_type,H
destination,1089
destination,1050
destination,1003
destination,1290
destination,1184
destination,1433
destination,1212
destination,1239
destination,1053
destination,1770
neighborhood,10256
neighborhood,1001
neighborhood,10100
neighborhood,1005
neighborhood,10218
neighborhood,10368
property,100577
property,100449
property,100620
lodging_type,A
lodging_type,B
lodging_type,5
lodging_type,O
destination,1688
destination,1
destination,1647
destination,1034
destination,1046
destination,1114
destination,1024
destination,1828
neighborhood,10039
neighborhood,1033
neighborhood,1059
neighborhood,10052
neighborhood,10686
neighborhood,10395
property,10
property,100847
property,100020
property,100447
property,100
lodging_type,1
lodging_type,G
lodging_type,6
lodging_type,C
lodging_type,H
destination,1031
destination,1237
neighborhood,10538
neighborhood,1009
neighborhood,10018
neighborhood,10052
neighborhood,10733
neighborhood,10179
neighborhood,10064
lodging_type,1
lodging_type,G
lodging_type,B
lodging_type,4
destination,1004
destination,1522
destination,1001
destination,1083
destination,1391
destination,1096
destination,1023
neighborhood,10067
neighborhood,10277
neighborhood,10209
property,100269
property,100076
property,100254
property,100080
lodging_type,3
lodging_type,1
lodging_type,B
lodging_type,4
lodging_type,O
lodging_type,8
destination,1514
destination,125
destination,1004
destination,1436
destination,1512
destination,1674
destination,1506
destination,1162
destination,1793
neighborhood,10160
neighborhood,10000
neighborhood,10528
neighborhood,10078
neighborhood,10018
neighborhood,10368
property,100396
property,1
property,10011
property,100261
property,100047
property,100709
property,100009
property,10053
lodging_type,3
lodging_type,1
lodging_type,G
lodging_type,4
destination,1308
destination,1006
destination,1029
destination,1321
destination,1585
destination,168
destination,1015
neighborhood,10047
neighborhood,10008
